anio_key,divipola_key,nombre_municipio_referencia,nombre_departamento,orden_entidad,HHI,nivel_concentracion,total_contratos,total_proveedores,inversion_total
2018,05154,Caucasia,Antioquia,NACIONAL,2391.375428911673,moderada,15,11,101217653
2018,76520,Palmira,Valle del Cauca,NACIONAL,2353.4450073573685,moderada,55,42,7044679654
2018,19137,Caldono,Cauca,TERRITORIAL,2325.006604578971,moderada,256,144,17315932605
2018,05686,Santa Rosa de Osos,Antioquia,NACIONAL,2315.1825594932616,moderada,8,7,9883619
2018,44110,El Molino,La Guajira,TERRITORIAL,2252.8989473401643,moderada,661,177,23249607273
2018,15550,Pisba,Boyacá,TERRITORIAL,2235.6042815689975,moderada,139,104,8610027626
2018,70230,Chalán,Sucre,TERRITORIAL,2214.7966966918834,moderada,125,98,5145521868
2018,23001,Montería,Córdoba,NACIONAL,2198.5744876452477,moderada,460,320,54571426724
2018,25612,Ricaurte,Cundinamarca,TERRITORIAL,2193.4190441456,moderada,635,441,39584457346
2018,25875,Villeta,Cundinamarca,NACIONAL,2187.1156532237965,moderada,17,11,132105078
2018,52506,Ospina,Nariño,TERRITORIAL,2181.873998353846,moderada,271,161,6669289786
2018,73236,Dolores,Tolima,TERRITORIAL,2163.441253779421,moderada,293,139,3548342125
2018,05030,Amagá,Antioquia,NACIONAL,2161.1264681026073,moderada,55,45,1439677304
2018,25293,Gachala,Cundinamarca,TERRITORIAL,2151.3099734670427,moderada,364,179,14286870537
2018,52224,Cuaspud,Nariño,TERRITORIAL,2144.8862998187983,moderada,12,7,57870640
2018,85430,Trinidad,Casanare,TERRITORIAL,2140.6716913257255,moderada,307,199,17854041624
2018,44035,Albania,La Guajira,TERRITORIAL,2140.15308421453,moderada,302,175,33663423692
2018,76111,Guadalajara de Buga,Valle del Cauca,NACIONAL,2136.404368690464,moderada,56,23,1603798584
2018,47030,Algarrobo,Magdalena,TERRITORIAL,2133.1512155479395,moderada,146,96,7508040297
2018,05628,Sabanalarga,Antioquia,TERRITORIAL,2131.292572748066,moderada,415,202,9280684008
2018,20295,Gamarra,Cesar,TERRITORIAL,2130.030159521177,moderada,136,82,10759076078
2018,54673,San Cayetano,Norte de Santander,TERRITORIAL,2129.5499281423504,moderada,352,191,21524475096
2018,50251,El Castillo,Meta,NACIONAL,2089.9693043819566,moderada,14,9,76706200
2018,47720,Santa Bárbara de Pinto,Magdalena,TERRITORIAL,2085.0465039950163,moderada,143,102,4263071514
2018,17616,Risaralda,Caldas,NACIONAL,2080.101284379392,moderada,5,5,31086833
2018,25377,La Calera,Cundinamarca,TERRITORIAL,2063.4533765376614,moderada,457,380,31145499517
2018,25053,Arbeláez,Cundinamarca,TERRITORIAL,2060.0018573970915,moderada,254,197,13404852046
2018,47960,Zapayán,Magdalena,TERRITORIAL,2050.320684189591,moderada,90,86,2078424751
2018,23807,Tierralta,Córdoba,NACIONAL,2038.1510827917082,moderada,32,17,518076289
2018,44279,Fonseca,La Guajira,TERRITORIAL,2018.2555033029864,moderada,637,261,19489821577
2018,81794,Tame,Arauca,TERRITORIAL,2013.3078170865142,moderada,446,246,21755567817
2018,05051,Arboletes,Antioquia,TERRITORIAL,2012.1867459871212,moderada,684,440,20678336299
2018,13549,Pinillos,Bolívar,TERRITORIAL,2011.8864730173227,moderada,69,64,4698438834
2018,25594,Quetame,Cundinamarca,TERRITORIAL,2008.3055787707638,moderada,149,99,8852735365
2018,70678,San Benito Abad,Sucre,NACIONAL,2006.4311409608997,moderada,10,8,66191550
2018,05142,Caracolí,Antioquia,TERRITORIAL,2005.0516860362115,moderada,208,122,3666730498
2018,68147,Capitanejo,Santander,TERRITORIAL,1998.8647985186628,moderada,204,125,7097649453
2018,19001,Popayán,Cauca,TERRITORIAL,1997.05557495922,moderada,7707,4268,1933606936753
2018,08634,Sabanagrande,Atlántico,TERRITORIAL,1990.8857900212263,moderada,228,144,25373124778
2018,20710,San Alberto,Cesar,TERRITORIAL,1975.655240264727,moderada,453,264,11056039870
2018,52786,Taminango,Nariño,NACIONAL,1947.2141825403696,moderada,8,8,33140615
2018,54670,San Calixto,Norte de Santander,TERRITORIAL,1942.2367476721697,moderada,190,113,8570546476
2018,18247,El Doncello,Caquetá,TERRITORIAL,1937.281228354323,moderada,782,393,26474040172
2018,05138,Cañasgordas,Antioquia,TERRITORIAL,1933.6381648700099,moderada,376,207,16692411809
2018,20011,Aguachica,Cesar,TERRITORIAL,1925.408453034856,moderada,405,283,30215676419
2018,73349,Honda,Tolima,NACIONAL,1920.7038135995972,moderada,14,11,102406167
2018,13430,Magangué,Bolívar,TERRITORIAL,1906.239786064493,moderada,179,137,5461321989
2018,68307,Girón,Santander,TERRITORIAL,1903.486317552913,moderada,1603,1334,146011074596
2018,13248,El Guamo,Bolívar,TERRITORIAL,1896.9053416278025,moderada,143,104,5318745435
2018,15238,Duitama,Boyacá,NACIONAL,1896.8312667309476,moderada,46,25,366323953
2018,08832,Tubará,Atlántico,TERRITORIAL,1893.5645591757273,moderada,42,29,3804350415
2018,27425,Medio Atrato,Chocó,TERRITORIAL,1883.1633932202083,moderada,26,14,2743296926
2018,41770,Suaza,Huila,NACIONAL,1876.493169042859,moderada,10,10,31910417
2018,15842,Umbita,Boyacá,TERRITORIAL,1868.1846201211602,moderada,239,137,17476334935
2018,41518,Paicol,Huila,TERRITORIAL,1857.7826834626903,moderada,586,244,11739954176
2018,23419,Los Córdobas,Córdoba,TERRITORIAL,1855.9356114276954,moderada,130,95,11754674499
2018,54498,Ocaña,Norte de Santander,NACIONAL,1826.0420359745544,moderada,44,21,266102730
2018,47268,El Retén,Magdalena,TERRITORIAL,1816.309586957254,moderada,362,149,13585360022
2018,05761,Sopetrán,Antioquia,TERRITORIAL,1811.945741570414,moderada,690,290,21355127931
2018,05647,San Andrés de Cuerquía,Antioquia,TERRITORIAL,1809.0402831293534,moderada,188,134,7198587451
2018,41349,Hobo,Huila,NACIONAL,1805.6019887507105,moderada,80,47,1723038217
2018,68255,El Playón,Santander,NACIONAL,1797.49758259355,moderada,35,13,133880422
2018,25524,Pandi,Cundinamarca,TERRITORIAL,1797.381956742526,moderada,95,42,4914618692
2018,52001,Pasto,Nariño,OTRO,1792.5815893715678,moderada,12,12,1397286983
2018,76147,Cartago,Valle del Cauca,NACIONAL,1786.1192233042707,moderada,16,13,197971468
2018,25843,Villa de San Diego de Ubate,Cundinamarca,NACIONAL,1783.7420776861263,moderada,24,13,120574748
2018,41020,Algeciras,Huila,NACIONAL,1779.6135635220235,moderada,8,7,28703899
2018,68298,Gambita,Santander,TERRITORIAL,1773.9664287312064,moderada,113,86,7508741646
2018,13188,Cicuco,Bolívar,TERRITORIAL,1769.4685647613546,moderada,103,89,2091569363
2018,27787,Tadó,Chocó,TERRITORIAL,1758.8927810776208,moderada,121,105,11040739785
2018,08372,Juan de Acosta,Atlántico,TERRITORIAL,1757.835259029626,moderada,20,15,656920320
2018,05591,Puerto Triunfo,Antioquia,NACIONAL,1755.6781256305612,moderada,55,21,1218858172
2018,50270,El Dorado,Meta,TERRITORIAL,1755.1075715124514,moderada,215,141,7828406925
2018,13062,Arroyohondo,Bolívar,TERRITORIAL,1731.1522957906298,moderada,173,122,4482577259
2018,68176,Chima,Santander,TERRITORIAL,1730.7221479661162,moderada,162,109,5003269447
2018,70820,Santiago de Tolú,Sucre,TERRITORIAL,1724.4035224120726,moderada,247,147,34425577376
2018,68549,Pinchote,Santander,TERRITORIAL,1721.7773482714508,moderada,165,108,4626189466
2018,54313,Gramalote,Norte de Santander,TERRITORIAL,1719.2346763411974,moderada,188,105,5299328885
2018,25183,Chocontá,Cundinamarca,NACIONAL,1716.3231327240776,moderada,26,15,111563542
2018,70110,Buenavista,Sucre,NACIONAL,1713.8509935154834,moderada,9,7,16102300
2018,25823,Topaipí,Cundinamarca,TERRITORIAL,1699.3642628009934,moderada,116,90,5564175161
2018,41244,Elías,Huila,TERRITORIAL,1672.8114515135342,moderada,379,195,5158322893
2018,15533,Paya,Boyacá,TERRITORIAL,1665.8070947476908,moderada,173,124,16437319684
2018,52885,Yacuanquer,Nariño,TERRITORIAL,1648.1732791950346,moderada,535,307,15426875405
2018,27099,Bojaya,Chocó,TERRITORIAL,1642.6520730153416,moderada,177,32,7657722771
2018,20383,La Gloria,Cesar,TERRITORIAL,1634.2389630690202,moderada,188,164,12846988807
2018,52720,Sapuyes,Nariño,TERRITORIAL,1633.0627646260768,moderada,531,270,7652659262
2018,15469,Moniquirá,Boyacá,NACIONAL,1632.8406755300866,moderada,28,18,136691269
2018,52317,Guachucal,Nariño,TERRITORIAL,1623.7095564595065,moderada,609,284,27886908388
2018,86755,San Francisco,Putumayo,TERRITORIAL,1610.5874907570244,moderada,295,121,6583724835
2018,70708,San Marcos,Sucre,TERRITORIAL,1607.737251130457,moderada,1266,504,82726840678
2018,15276,Floresta,Boyacá,TERRITORIAL,1597.2218506915822,moderada,176,109,6605048053
2018,19809,Timbiquí,Cauca,TERRITORIAL,1596.8805688007894,moderada,73,48,3193972572
2018,50325,Mapiripán,Meta,NACIONAL,1589.0390974908369,moderada,34,21,326991375
2018,86760,Santiago,Putumayo,TERRITORIAL,1583.1673560632341,moderada,274,141,5839767035
2018,70124,Caimito,Sucre,TERRITORIAL,1579.0628715582934,moderada,190,139,7093956212
2018,08638,Sabanalarga,Atlántico,TERRITORIAL,1575.658381745326,moderada,19,15,12719783429
2018,08296,Galapa,Atlántico,TERRITORIAL,1573.4543403773544,moderada,73,51,17081117158
2018,41483,Nátaga,Huila,TERRITORIAL,1570.694633633575,moderada,133,94,1960750975
2018,52317,Guachucal,Nariño,NACIONAL,1566.6628005936082,moderada,18,15,132627368
2018,41791,Tarqui,Huila,TERRITORIAL,1562.4364247265105,moderada,384,248,12384011097
2018,13655,San Jacinto del Cauca,Bolívar,TERRITORIAL,1557.4997058194767,moderada,187,118,5755981409
2018,23660,Sahagún,Córdoba,TERRITORIAL,1552.5154938977382,moderada,373,220,74116382550
2018,23182,Chinú,Córdoba,TERRITORIAL,1532.5789193199614,moderada,331,275,28442651159
2018,73686,Santa Isabel,Tolima,TERRITORIAL,1531.7065985261825,moderada,221,134,4562229539
2018,47205,Concordia,Magdalena,TERRITORIAL,1531.5692201887362,moderada,246,155,4403357019
2018,05154,Caucasia,Antioquia,TERRITORIAL,1516.466017785645,moderada,845,279,56931775428
2018,27001,Quibdó,Chocó,NACIONAL,1513.3444162719993,moderada,144,112,34154831613
2018,52083,Belén,Nariño,TERRITORIAL,1505.4466188119793,moderada,378,215,13801386379
2018,41378,La Argentina,Huila,TERRITORIAL,1498.5040864988334,baja,341,205,13762298589
2018,52838,Túquerres,Nariño,NACIONAL,1490.6623059562537,baja,11,11,80182341
2018,23686,San Pelayo,Córdoba,TERRITORIAL,1490.2532369105518,baja,13,9,238353068
2018,68081,Barrancabermeja,Santander,NACIONAL,1490.0251008002137,baja,32,25,415820880
2018,54553,Puerto Santander,Norte de Santander,TERRITORIAL,1488.5614332608109,baja,303,188,5819982970
2018,23464,Momil,Córdoba,TERRITORIAL,1486.4220344628295,baja,105,84,9845449500
2018,25740,Sibaté,Cundinamarca,NACIONAL,1477.687754307533,baja,289,146,6798746774
2018,47545,Pijiño del Carmen,Magdalena,TERRITORIAL,1475.9537316251028,baja,189,118,9683688581
2018,19318,Guapi,Cauca,TERRITORIAL,1473.8451094034624,baja,285,150,13711378454
2018,70400,La Unión,Sucre,TERRITORIAL,1470.212939467188,baja,110,76,6524555387
2018,08606,Repelón,Atlántico,TERRITORIAL,1465.2268940809304,baja,40,15,705416236
2018,63111,Buenavista,Quindío,TERRITORIAL,1464.2577331226453,baja,312,170,4109377347
2018,25899,Zipaquirá,Cundinamarca,NACIONAL,1457.6074399596873,baja,16,14,235270597
2018,47660,Sabanas de San Angel,Magdalena,TERRITORIAL,1455.58432153835,baja,344,163,5471947173
2018,13894,Zambrano,Bolívar,TERRITORIAL,1452.9598694835918,baja,262,130,5393254819
2018,13838,Turbaná,Bolívar,TERRITORIAL,1443.0974017300923,baja,14,13,339852023
2018,15778,Sutatenza,Boyacá,TERRITORIAL,1438.7250643538246,baja,46,29,1634993372
2018,52036,Ancuyá,Nariño,TERRITORIAL,1437.6267635878442,baja,473,236,5607051632
2018,13580,Regidor,Bolívar,TERRITORIAL,1432.3262441904146,baja,131,77,8291981203
2018,13006,Achí,Bolívar,TERRITORIAL,1430.5901269134818,baja,998,315,15030946893
2018,27745,Sipí,Chocó,TERRITORIAL,1428.090182581616,baja,32,28,2388532424
2018,50711,Vistahermosa,Meta,TERRITORIAL,1418.803234392437,baja,199,145,12939062641
2018,25178,Chipaque,Cundinamarca,TERRITORIAL,1413.0902497615623,baja,255,168,12144722861
2018,20238,El Copey,Cesar,TERRITORIAL,1411.7450532060134,baja,530,288,24191126787
2018,70713,San Onofre,Sucre,TERRITORIAL,1406.6985978681255,baja,163,118,6688649921
2018,05659,San Juan de Urabá,Antioquia,TERRITORIAL,1400.6026572046346,baja,192,110,13580695184
2018,05042,Santafé de Antioquia,Antioquia,NACIONAL,1400.0705798729155,baja,18,15,202151874
2018,68686,San Miguel,Santander,TERRITORIAL,1395.0684315020947,baja,204,138,5784527803
2018,05145,Caramanta,Antioquia,TERRITORIAL,1394.901309248149,baja,116,76,2247317273
2018,99624,Santa Rosalía,Vichada,TERRITORIAL,1382.2635669323242,baja,165,96,5362028444
2018,27491,Nóvita,Chocó,TERRITORIAL,1377.396763535788,baja,76,45,4938664947
2018,25758,Sopó,Cundinamarca,TERRITORIAL,1375.395462973838,baja,728,596,37476305030
2018,27001,Quibdó,Chocó,TERRITORIAL,1369.9831974275191,baja,2056,1470,239629957209
2018,27205,Condoto,Chocó,TERRITORIAL,1364.131885070466,baja,59,43,2875960764
2018,20045,Becerril,Cesar,TERRITORIAL,1362.2434333476965,baja,324,201,35043961197
2018,54001,Cúcuta,Norte de Santander,NACIONAL,1358.775896296088,baja,182,124,9987500897
2018,25871,Villagómez,Cundinamarca,TERRITORIAL,1356.2662086159996,baja,180,124,5932213787
2018,70771,Sucre,Sucre,NACIONAL,1351.5405130124755,baja,28,15,72047918
2018,25580,Pulí,Cundinamarca,TERRITORIAL,1350.8281485028479,baja,210,92,4275837076
2018,15248,El Espino,Boyacá,TERRITORIAL,1345.9519074603784,baja,210,119,4910677894
2018,25293,Gachala,Cundinamarca,NACIONAL,1343.9965797682005,baja,517,347,32242820359
2018,52215,Córdoba,Nariño,TERRITORIAL,1338.4073418288644,baja,570,343,31649049384
2018,68679,San Gil,Santander,NACIONAL,1336.8030192707552,baja,35,18,171750807
